,genes,pagerank
3079,Tpst2,-4.59E-05
3080,Tfip11,1.95E-05
3081,Srrd,-8.06E-05
3082,Hps4,3.61E-05
3083,Crybb3,-2.69E-06
3084,2900026A02Rik,2.66E-05
3085,Cmklr1,2.42E-05
3086,Ficd,3.07E-05
3087,Sart3,-9.12E-05
3088,Iscu,1.45E-05
3089,Tmem119,-0.000162217
3090,Selplg,-2.40E-05
3091,Coro1c,7.45E-05
3092,Ssh1,-2.47E-05
3093,Usp30,8.82E-06
3094,Alkbh2,-5.48E-05
3095,Kctd10,-3.87E-05
3096,Ube3b,3.42E-06
3097,Mvk,-2.89E-05
3098,Fam222a,1.25E-05
3099,Gltp,-1.59E-05
3100,Tchp,1.64E-05
3101,Git2,2.35E-05
3102,Ankrd13a,4.49E-05
3103,1500011B03Rik,5.68E-06
3104,2610524H06Rik,-3.90E-05
3105,Oasl2,-8.15E-05
3106,2210016L21Rik,-5.20E-05
3107,Sppl3,6.18E-05
3108,Acads,1.22E-05
3109,Unc119b,3.48E-05
3110,Mlec,4.25E-05
3111,Pop5,-5.65E-05
3112,Rnf10,-1.74E-05
3113,Coq5,2.10E-05
3114,Dynll1,-5.26E-05
3115,Srsf9,5.59E-05
3116,Gatc,6.37E-05
3117,Triap1,-1.68E-05
3118,Cox6a1,2.38E-05
3119,Pxn,3.35E-05
3120,Rplp0,2.64E-05
3121,Gcn1l1,-2.39E-05
3122,Rab35,-1.45E-05
3123,Prkab1,-6.40E-05
3124,Hspb8,-2.94E-05
3125,Suds3,8.23E-05
3126,Taok3,0.000115236
3127,Pebp1,-5.67E-05
3128,Vsig10,3.06E-05
3129,Wsb2,8.40E-05
3130,Rfc5,5.88E-06
3131,Fbxo21,1.67E-05
3132,Fbxw8,1.26E-06
3133,2410131K14Rik,-2.69E-05
3134,Med13l,2.23E-05
3135,Tbx3,3.83E-06
3136,Tbx5,-0.000150698
3137,Rbm19,2.59E-05
3138,Plbd2,1.65E-07
3139,Slc8b1,4.98E-05
3140,Tpcn1,1.29E-05
3141,Rita1,-0.000108734
3142,Ddx54,-2.65E-05
3143,Dtx1,-8.79E-05
3144,Oas1a,-7.04E-05
3145,Ptpn11,-5.05E-05
3146,Rpl6,2.10E-05
3147,Trafd1,5.63E-05
3148,Naa25,2.59E-05
3149,Erp29,-1.89E-05
3150,Mapkapk5,5.35E-06
3151,Aldh2,-6.47E-05
3152,Brap,1.15E-05
3153,Atxn2,3.27E-05
3154,Sh2b3,3.09E-05
3155,Ppp1cc,1.73E-05
3156,Hvcn1,4.04E-05
3157,Tctn1,4.81E-05
3158,Pptc7,0.000106271
3159,Vps29,4.13E-06
3160,Fam216a,0.000117558
3161,Gpn3,-8.93E-05
3162,Arpc3,5.11E-05
3163,Anapc7,3.43E-05
3164,Atp2a2,1.51E-05
3165,Ift81,-2.38E-05
3166,P2rx7,9.46E-06
3167,P2rx4,-5.22E-05
3168,Camkk2,2.18E-05
3169,Anapc5,-5.85E-05
3170,Rnf34,-3.99E-05
3171,Kdm2b,1.23E-05
3172,Orai1,2.10E-05
3173,Tmem120b,2.83E-05
3174,Rhof,-3.47E-05
3175,Setd1b,7.81E-06
3176,Psmd9,0.000149805
3177,Bcl7a,2.37E-05
3178,Mlxip,9.43E-06
3179,Diablo,4.53E-05
3180,Vps33a,0.000103482
3181,Clip1,-4.50E-05
3182,Zcchc8,-5.67E-05
3183,Rsrc2,1.03E-05
3184,Hcar2,-0.000108734
3185,Denr,-9.69E-05
3186,Hip1r,-2.01E-05
3187,Vps37b,1.07E-06
3188,Abcb9,-3.58E-05
3189,Ogfod2,3.65E-05
3190,Arl6ip4,-4.50E-05
3191,Pitpnm2,-9.45E-05
3192,2810006K23Rik,8.33E-06
3193,Cdk2ap1,-1.38E-05
3194,Sbno1,1.41E-05
3195,Rilpl2,-1.61E-05
3196,Snrnp35,9.95E-06
3197,Rilpl1,8.43E-05
3198,Tmed2,-8.99E-05
3199,Ddx55,9.49E-06
3200,Eif2b1,-3.98E-06
3201,Gtf2h3,-3.86E-06
3202,Atp6v0a2,1.37E-05
3203,Zfp664,-2.84E-06
3204,Ncor2,4.92E-05
3205,Scarb1,6.32E-05
3206,Ubc,-8.19E-06
3207,Bri3bp,4.96E-06
3208,Aacs,4.49E-05
3209,Slc15a4,5.10E-06
3210,Ran,-1.79E-06
3211,Sfswap,1.02E-05
3212,Mrps17,-2.95E-05
3213,Psph,2.27E-05
3214,Sumf2,-1.22E-05
3215,Phkg1,-7.81E-05
3216,Chchd2,2.85E-05
3217,Vkorc1l1,-1.21E-05
3218,Gusb,1.71E-05
3219,Asl,2.41E-05
3220,Crcp,1.69E-05
3221,Tpst1,-3.86E-05
3222,Rabgef1,6.19E-06
3223,Tmem248,4.50E-06
3224,Sbds,-4.00E-05
3225,Tyw1,2.61E-06
3226,Auts2,2.10E-05
3227,Ncf1,-5.22E-05
3228,Gtf2i,6.83E-05
3229,Gtf2ird1,-1.21E-06
3230,Clip2,2.50E-06
3231,Rfc2,3.55E-05
3232,Lat2,1.94E-05
3233,Eif4h,7.87E-05
3234,Limk1,7.32E-05
3235,Eln,3.45E-05
3236,Cldn3,-1.51E-05
3237,Abhd11,-4.17E-05
3238,Abhd11os,-0.000108734
3239,Dnajc30,6.27E-05
3240,Tbl2,1.79E-05
3241,Bcl7b,-0.000117133
3242,Baz1b,0.000235963
3243,Nsun5,3.04E-05
3244,Pom121,1.46E-05
3245,Hip1,2.25E-05
3246,Rhbdd2,2.83E-05
3247,Por,-3.93E-05
3248,Tmem120a,1.44E-05
3249,Mdh2,-1.70E-05
3250,Hspb1,-3.22E-05
3251,Ywhag,9.13E-06
3252,Dtx2,-9.91E-06
3253,Rasa4,-0.000140398
3254,Polr2j,-5.62E-05
3255,Lrwd1,1.29E-05
3256,Orai2,-0.0001029
3257,Prkrip1,3.41E-05
3258,Sh2b2,-4.03E-05
3259,Cux1,-3.53E-05
3260,Ift22,-0.000108734
3261,Fis1,-5.18E-05
3262,Znhit1,-0.000107007
3263,Plod3,3.37E-05
3264,Ap1s1,-1.02E-05
3265,Serpine1,-1.11E-05
3266,Trim56,0.000174132
3267,Ufsp1,-4.88E-05
3268,Srrt,-9.96E-05
3269,Trip6,-2.50E-05
3270,Slc12a9,2.20E-05
3271,Ephb4,2.92E-05
3272,Pop7,6.60E-06
3273,Gigyf1,3.70E-05
3274,Gnb2,-5.60E-06
3275,Mospd3,7.79E-06
3276,Pcolce,5.76E-05
3277,Lrch4,-2.69E-06
3278,Agfg2,1.89E-05
3279,Tsc22d4,-4.20E-05
3280,Ppp1r35,2.51E-05
3281,Mepce,1.76E-05
3282,Pilra,1.57E-05
3283,Pilrb1,-3.24E-05
3284,Zkscan1,7.76E-05
3285,Zscan21,2.03E-05
3286,Cops6,-0.000146253
3287,Mcm7,1.17E-05
3288,Ap4m1,1.69E-05
3289,Taf6,2.93E-05
3290,Cnpy4,3.79E-05
3291,Lamtor4,7.87E-05
3292,BC037034,-0.000108734
3293,Zfp157,1.95E-05
3294,Zfp68,1.66E-05
3295,Fam20c,3.67E-05
3296,Pdgfa,1.51E-05
3297,Prkar1b,-3.40E-06
3298,Dnaaf5,-0.000108734
3299,Sun1,-3.99E-05
3300,Get4,2.01E-05
3301,Cox19,5.14E-06
3302,3110082I17Rik,5.03E-05
3303,Gpr146,-3.96E-05
3304,C130050O18Rik,2.00E-05
3305,Zfand2a,1.18E-05
3306,Ints1,-1.36E-05
3307,Mafk,-4.01E-05
3308,Psmg3,1.81E-05
3309,Mad1l1,-1.21E-05
3310,Nudt1,2.02E-05
3311,Snx8,2.55E-05
3312,Eif3b,2.01E-07
3313,Chst12,-1.93E-05
3314,Lfng,2.54E-05
3315,Ttyh3,2.99E-06
3316,Amz1,1.82E-05
3317,Gna12,1.85E-06
3318,Card11,-8.61E-06
3319,Foxk1,-0.00010955
3320,Wipi2,-1.23E-06
3321,Tnrc18,6.44E-06
3322,Fbxl18,9.61E-06
3323,Actb,2.50E-05
3324,Fscn1,-0.000106503
3325,Rnf216,-3.01E-05
3326,Zfp12,3.49E-05
3327,E130309D02Rik,2.14E-05
3328,Zdhhc4,-2.79E-05
3329,0610040B10Rik,-5.83E-05
3330,Kdelr2,-8.63E-05
3331,Daglb,-2.37E-06
3332,Rac1,7.44E-05
3333,Fam220a,1.25E-05
3334,Cyth3,-8.19E-05
3335,Usp42,4.19E-05
3336,Eif2ak1,-3.52E-05
3337,Aimp2,1.13E-05
3338,Pms2,-5.42E-05
3339,Ccz1,-1.07E-05
3340,Lmtk2,-4.56E-05
3341,Tecpr1,1.13E-05
3342,Bri3,9.13E-05
3343,Baiap2l1,-3.68E-05
3344,Trrap,-2.70E-06
3345,Smurf1,4.94E-05
3346,Arpc1a,-1.97E-05
3347,Arpc1b,3.03E-07
3348,Pdap1,-5.19E-05
3349,Bud31,-5.89E-05
3350,Cpsf4,1.80E-05
3351,Atp5j2,1.72E-06
3352,Zkscan14,5.25E-05
3353,Zkscan5,7.39E-06
3354,Zfp655,1.69E-05
3355,Rnf6,-2.24E-06
3356,Cdk8,5.51E-05
3357,Wasf3,-0.000146986
3358,Usp12,2.60E-05
3359,Rpl21,4.90E-05
3360,Rasl11a,4.63E-05
3361,Gtf3a,-1.58E-05
3362,Mtif3,7.88E-06
3363,Lnx2,1.65E-05
3364,Polr1d,-1.06E-05
3365,Pan3,4.49E-05
3366,Flt1,4.23E-05
3367,Pomp,7.18E-05
3368,Slc7a1,4.80E-05
3369,Ubl3,8.73E-05
3370,Hmgb1,-6.71E-05
3371,Uspl1,1.00E-05
3372,Alox5ap,2.12E-05
3373,Medag,9.14E-06
3374,Hsph1,5.94E-06
3375,B3glct,-0.000108734
3376,Fry,-8.77E-05
3377,N4bp2l1,-4.40E-05
3378,N4bp2l2,8.00E-05
3379,Pds5b,-2.68E-06
3380,Stard13,1.36E-05
3381,Rfc3,1.30E-05
3382,Samd9l,9.12E-08
3383,Hepacam2,-0.000217305
3384,Vps50,-0.000108734
3385,Gng11,3.08E-05
3386,Bet1,5.93E-06
3387,Col1a2,3.76E-06
3388,Casd1,1.82E-05
3389,Sgce,-5.56E-06
3390,Ppp1r9a,4.66E-05
3391,Pon3,-6.19E-05
3392,Pon2,7.71E-05
3393,Pdk4,6.23E-05
3394,Sdhaf3,-0.000108734
3395,Asns,1.35E-05
3396,C1galt1,1.95E-05
3397,Mios,3.46E-05
3398,Rpa3,6.47E-05
3399,Umad1,-0.000108734
3400,Ica1,-4.79E-05
3401,Ndufa4,-6.99E-06
3402,Phf14,-6.96E-05
3403,Tmem106b,9.86E-05
3404,Tmem168,1.31E-05
3405,2610001J05Rik,1.26E-05
3406,1110019D14Rik,-5.58E-06
3407,Foxp2,-4.56E-05
3408,Mdfic,-0.000129776
3409,Gm4876,-0.000108706
3410,Tes,5.44E-06
3411,D830026I12Rik,-0.000140571
3412,Cav2,6.75E-06
3413,Cav1,7.59E-06
3414,Met,-2.69E-05
3415,Capza2,1.59E-05
3416,St7,1.33E-05
3417,Wnt2,-0.000159466
3418,Lsm8,-0.000108734
3419,Tspan12,2.43E-05
3420,Ing3,-7.59E-05
3421,Cped1,-9.80E-05
3422,Fam3c,4.38E-05
3423,Cadps2,7.86E-05
3424,Ndufa5,0.000145178
3425,Wasl,7.16E-05
3426,Pot1a,2.51E-05
3427,Zfp800,5.37E-06
3428,Gcc1,6.16E-05
3429,Arf5,-3.50E-05
3430,Snd1,2.66E-05
3431,Rbm28,3.20E-05
3432,Impdh1,7.60E-06
3433,Hilpda,1.22E-05
3434,Calu,-2.44E-05
3435,Atp6v1f,-7.73E-05
3436,Irf5,1.98E-05
3437,Tnpo3,-1.28E-05
3438,Smo,-2.69E-06
3439,Ahcyl2,8.69E-05
3440,Nrf1,5.46E-06
3441,Ube2h,4.22E-05
3442,Zc3hc1,1.50E-05
3443,Klhdc10,-3.17E-05
3444,Tmem209,1.33E-05
3445,Copg2,-2.43E-05
3446,Lncpint,-0.000108734
3447,Mkln1,0.000118537
3448,Podxl,1.23E-05
3449,Plxna4,-2.62E-05
3450,Plxna4os1,-0.000108734
3451,Chchd3,8.01E-06
3452,Exoc4,5.46E-05
3453,Slc35b4,1.64E-05
3454,Akr1b3,-4.51E-06
3455,Akr1b8,-1.10E-06
3456,Akr1b10,3.96E-05
3457,Bpgm,-3.27E-07
3458,Cald1,0.000101553
3459,Agbl3,3.17E-05
3460,Tmem140,2.34E-06
3461,Wdr91,1.20E-05
3462,Cnot4,-5.27E-05
3463,Nup205,6.91E-05
3464,1810058I24Rik,-1.34E-05
3465,Mtpn,-8.43E-05
3466,Creb3l2,3.29E-05
3467,Trim24,-2.54E-05
3468,Zc3hav1l,-1.71E-05
3469,Zc3hav1,-2.34E-06
3470,Ubn2,9.34E-05
3471,Luc7l2,0.000108227
3472,Hipk2,-1.62E-05
3473,Tbxas1,2.12E-05
3474,Parp12,7.41E-05
3475,Kdm7a,-0.000108734
3476,Slc37a3,4.39E-05
3477,Rab19,8.39E-06
3478,Mkrn1,5.97E-05
3479,Dennd2a,-0.000146036
3480,Adck2,2.79E-05
3481,Ndufb2,9.90E-06
3482,Braf,2.60E-05
3483,Mrps33,-2.10E-05
3484,Agk,4.85E-05
3485,Ssbp1,-6.49E-05
3486,Gstk1,-1.75E-05
3487,Casp2,2.37E-05
3488,Zyx,-1.57E-06
3489,Epha1,5.64E-05
3490,Tcaf1,-0.000108734
3491,Arhgef5,4.51E-05
3492,Cul1,7.00E-05
3493,Ezh2,1.82E-05
3494,Pdia4,7.89E-05
3495,Zfp398,3.86E-05
3496,Zfp212,9.98E-06
3497,Zfp777,2.02E-05
3498,Zfp746,4.20E-06
3499,Krba1,-5.73E-05
3500,Zfp467,1.14E-05
3501,Atp6v0e2,-2.96E-05
3502,Rarres2,1.20E-05
3503,Repin1,1.25E-05
3504,Zfp775,1.27E-05
3505,Gimap8,1.74E-05
3506,Gimap9,1.74E-05
3507,Gimap4,-1.51E-05
3508,Gimap6,6.38E-06
3509,Gimap7,-8.77E-05
3510,Gimap1,2.32E-06
3511,Gimap5,2.62E-05
3512,Gimap3,-1.04E-05
3513,Tmem176b,2.46E-05
3514,Tmem176a,-2.83E-06
3515,Gpnmb,2.18E-05
3516,Malsu1,7.80E-06
3517,Igf2bp3,-0.000132099
3518,Tra2a,-1.36E-05
3519,Ccdc126,3.94E-05
3520,Fam221a,6.73E-05
3521,Mpp6,1.27E-05
3522,Osbpl3,5.41E-05
3523,Cycs,3.42E-05
3524,Hnrnpa2b1,5.66E-05
3525,Cbx3,-3.60E-05
3526,Snx10,6.74E-05
3527,Skap2,-2.19E-06
3528,Hotairm1,-0.000108734
3529,Gm15050,-0.00014406
3530,Hoxa5,1.61E-05
3531,Hibadh,2.98E-05
3532,Tax1bp1,3.47E-05
3533,Creb5,-0.000359502
3534,Tril,5.14E-05
3535,Chn2,-2.78E-05
3536,Scrn1,-2.69E-06
3537,Fkbp14,4.61E-06
3538,Plekha8,2.15E-05
3539,Mturn,-0.000108734
3540,Znrf2,1.11E-05
3541,Nod1,-1.78E-05
3542,Ggct,9.81E-06
3543,Gars,9.49E-05
3544,Inmt,-2.45E-05
3545,Aqp1,-1.76E-05
3546,Lsm5,-4.62E-05
3547,Avl9,1.96E-06
3548,Kbtbd2,1.05E-05
3549,Fkbp9,2.08E-05
3550,Nt5c3,3.46E-05
3551,Ppm1k,1.50E-05
3552,Herc6,-1.29E-06
3553,Pyurf,-1.58E-05
3554,Lancl2,1.53E-05
3555,Vopp1,-6.03E-05
3556,Abcg2,-5.06E-05
3557,Herc3,-1.29E-05
3558,Fam13a,1.33E-05
3559,Tigd2,-3.35E-05
3560,Smarcad1,1.07E-05
3561,Hpgds,-2.45E-05
3562,Tnip3,2.84E-05
3563,Ndnf,8.90E-06
3564,Prdm5,-0.000126915
3565,Mad2l1,4.07E-05
3566,Gng12,5.57E-05
3567,Gadd45a,7.45E-05
3568,Serbp1,0.000109896
3569,Rpia,-1.18E-05
3570,Eif2ak3,1.46E-05
3571,Thnsl2,2.14E-05
3572,Krcc1,6.32E-05
3573,Cd8b1,-0.000110437
3574,Cd8a,-3.72E-05
3575,Rmnd5a,8.26E-05
3576,Rnf103,4.63E-05
3577,Chmp3,4.40E-05
3578,Kdm3a,-4.70E-05
3579,Mrpl35,3.46E-05
3580,Immt,-8.42E-06
3581,Ptcd3,2.82E-05
3582,Polr1a,3.97E-05
3583,St3gal5,-1.76E-05
3584,Atoh8,-0.000112654
3585,Usp39,-1.64E-05
3586,0610030E20Rik,3.30E-05
3587,Tmem150a,2.48E-05
3588,Rnf181,6.43E-05
3589,Vamp5,-6.01E-05
3590,Vamp8,1.51E-06
3591,Ggcx,4.00E-05
3592,Mat2a,-1.69E-05
3593,Capg,-1.93E-05
3594,Elmod3,6.69E-05
3595,Retsat,-1.92E-05
3596,Tgoln1,3.66E-05
3597,Tcf7l1,-9.23E-05
3598,Kcmf1,6.74E-05
3599,Tmsb10,-2.78E-05
3600,Suclg1,-3.53E-05
3601,Gcfc2,1.03E-05
3602,Mrpl19,1.28E-05
3603,Eva1a,-9.98E-06
3604,Pole4,2.48E-05
3605,Hk2,1.85E-05
3606,Dok1,2.31E-05
3607,Htra2,3.88E-05
3608,Aup1,4.37E-06
3609,Pcgf1,1.80E-05
3610,Mogs,0.000118295
3611,Wbp1,7.31E-06
3612,Ino80b,3.14E-05
3613,Rtkn,-1.47E-05
3614,Dctn1,1.86E-06
3615,Mthfd2,2.34E-05
3616,Mob1a,8.29E-05
3617,Bola3,-3.17E-06
3618,Tet3,2.74E-06
3619,Dguok,-6.96E-05
3620,Actg2,-4.05E-05
3621,Stambp,-9.36E-06
3622,Tex261,4.45E-05
3623,Nagk,-6.28E-05
3624,Paip2b,3.59E-05
3625,Zfp638,-0.000108734
3626,Cyp26b1,-0.00010319
3627,Exoc6b,4.06E-05
3628,Spr,6.06E-06
3629,Sfxn5,-9.14E-06
3630,Rab11fip5,1.78E-06
3631,Smyd5,4.08E-06
3632,Pradc1,8.21E-05
3633,Cct7,-9.70E-05
3634,Tprkb,-2.20E-05
3635,Dusp11,-7.07E-05
3636,Fam136a,3.33E-05
3637,Snrpg,-0.000109983
3638,Pcyox1,-2.57E-05
3639,Tia1,5.93E-05
3640,C87436,1.78E-05
3641,Pcbp1,7.85E-05
3642,1600020E01Rik,6.70E-06
3643,Mxd1,-5.54E-05
3644,Snrnp27,-5.15E-05
3645,Gmcl1,5.89E-05
3646,Anxa4,5.93E-06
3647,Aak1,-1.79E-05
3648,Nfu1,-5.89E-05
3649,Gfpt1,0.00014127
3650,Antxr1,8.85E-05
3651,Arhgap25,7.68E-06
3652,Efcc1,-2.69E-06
3653,Rab43,1.11E-05
3654,Isy1,1.27E-05
3655,Cnbp,5.98E-07
3656,Copg1,2.04E-05
3657,Hmces,1.69E-05
3658,Rab7,-2.92E-05
3659,Rpn1,-6.11E-05
3660,Gata2,-2.90E-05
3661,Eefsec,1.31E-05
3662,Ruvbl1,1.52E-05
3663,Sec61a1,-3.39E-05
3664,Mgll,0.00020265
3665,Abtb1,-1.25E-05
3666,Podxl2,-0.000219504
3667,Mcm2,2.18E-05
3668,Tpra1,6.68E-05
3669,Plxna1,-3.58E-05
3670,Chchd6,3.34E-05
3671,Txnrd3,3.69E-05
3672,Klf15,-2.00E-05
3673,Slc41a3,-8.82E-05
3674,Iqsec1,1.77E-05
3675,Nup210,-1.96E-08
3676,Hdac11,1.23E-05
3677,Fbln2,-7.11E-05
3678,Chchd4,-6.43E-05
3679,Tmem43,-5.60E-05
3680,Xpc,3.88E-05
3681,Lsm3,-2.51E-05
3682,Slc6a6,-3.36E-05
3683,Ccdc174,-3.15E-05
3684,Fgd5,3.53E-05
3685,Nr2c2,-1.82E-05
3686,Mrps25,-2.16E-05
3687,Rbsn,-0.000108734
3688,Prickle2,-5.77E-05
3689,Adamts9,1.18E-05
3690,9530026P05Rik,2.02E-05
3691,Magi1,-3.31E-06
3692,Slc25a26,3.28E-05
3693,Suclg2,3.96E-05
3694,Eogt,6.28E-05
3695,Tmf1,4.46E-05
3696,Uba3,3.80E-05
3697,Arl6ip5,-7.62E-05
3698,Frmd4b,3.48E-05
3699,Mitf,5.34E-05
3700,Foxp1,3.13E-05
3701,Eif4e3,0.000171464
3702,Rybp,1.89E-06
3703,Gxylt2,-2.69E-06
3704,Ppp4r2,4.35E-05
3705,Pdzrn3,-2.74E-06
3706,Trnt1,3.31E-05
3707,Crbn,1.30E-07
3708,Sumf1,7.96E-06
3709,Itpr1,5.10E-05
3710,Bhlhe40,3.58E-05
3711,Arl8b,-2.84E-05
3712,Edem1,8.20E-05
3713,Lmcd1,-0.000152057
3714,Thumpd3,3.78E-05
3715,Gt(ROSA)26Sor,8.41E-05
3716,Setd5,4.37E-05
3717,Mtmr14,1.09E-05
3718,Brpf1,9.21E-05
3719,Ogg1,2.08E-05
3720,Camk1,7.44E-05
3721,Tada3,6.30E-06
3722,Arpc4,-7.28E-05
3723,Ttll3,1.42E-05
3724,Jagn1,-1.53E-05
3725,Il17re,6.31E-06
3726,Il17rc,4.33E-06
3727,Creld1,3.30E-05
3728,Emc3,-2.50E-05
3729,Brk1,3.55E-05
3730,Vhl,7.20E-05
3731,Irak2,-1.53E-05
3732,Tatdn2,2.67E-05
3733,Sec13,-6.98E-05
3734,Atg7,-3.16E-05
3735,Vgll4,-7.48E-05
3736,Tamm41,-1.61E-05
3737,Syn2,-2.69E-06
3738,Pparg,1.66E-05
3739,Tsen2,6.08E-05
3740,Mkrn2,8.77E-06
3741,Raf1,6.59E-05
3742,Cand2,-0.000153381
3743,Rpl32,5.50E-05
3744,Plxnd1,3.20E-05
3745,Tmcc1,2.00E-05
3746,Alox5,-4.94E-06
3747,Zfp422,-4.08E-07
3748,Rassf4,2.80E-05
3749,Cxcl12,-2.09E-05
3750,Zfp637,9.26E-06
3751,Hnrnpf,7.65E-07
3752,Fxyd4,2.43E-06
3753,Csgalnact2,1.56E-05
3754,Bms1,-3.33E-05
3755,Dcp1b,1.83E-05
3756,Adipor2,-3.03E-05
3757,Fbxl14,3.69E-06
3758,Erc1,6.32E-07
3759,Rad52,1.70E-05
3760,Wnk1,0.000143272
3761,Ccdc77,1.41E-06
3762,Kdm5a,-1.12E-05
3763,Il17ra,2.34E-05
3764,Atp6v1e1,1.13E-05
3765,Bcl2l13,2.43E-05
3766,Bid,-0.000140548
3767,Mical3,2.46E-06
3768,Usp18,5.83E-05
3769,M6pr,8.41E-05
3770,Phc1,9.57E-06
3771,Mfap5,-3.53E-05
3772,Apobec1,2.09E-05
3773,Slc2a3,2.53E-05
3774,Foxj2,4.85E-05
3775,Necap1,-3.60E-05
3776,Clec4a1,2.91E-05
3777,Clec4a3,-2.38E-05
3778,Clec4b1,-4.84E-05
3779,Clec4a2,1.78E-05
3780,Clec4n,2.38E-05
3781,Clec4d,6.44E-06
3782,Clec4e,-0.000221656
3783,Pex5,5.22E-05
3784,C1rl,1.65E-05
3785,C1ra,2.53E-05
3786,C1s1,-0.000108734
3787,Lpcat3,-2.93E-05
3788,Emg1,-3.21E-06
3789,Phb2,-3.91E-05
3790,Ptpn6,1.54E-05
3791,Grcc10,-7.80E-05
3792,Spsb2,-5.93E-05
3793,Tpi1,-0.00014229
3794,Usp5,2.10E-05
3795,P3h3,-0.000108734
3796,Lag3,4.54E-05
3797,Ptms,5.63E-05
3798,Mlf2,1.00E-05
3799,Cops7a,-2.16E-05
3800,Zfp384,1.65E-05
3801,Ing4,0.000132142
3802,Acrbp,1.07E-06
3803,Chd4,-4.56E-05
3804,Nop2,7.95E-05
3805,Iffo1,2.48E-05
3806,Gapdh,1.19E-05
3807,Ncapd2,-2.36E-05
3808,Mrpl51,5.27E-05
3809,Tapbpl,-9.75E-06
3810,Cd27,2.59E-05
3811,Ltbr,8.26E-05
3812,Scnn1a,-3.18E-05
3813,Tnfrsf1a,6.86E-05
3814,Cd9,-9.58E-06
3815,Vwf,-2.74E-05
3816,Ndufa9,1.06E-05
3817,D6Wsu163e,3.71E-07
3818,Tigar,-0.000108734
3819,Ccnd2,-2.75E-05
3820,Tspan11,-7.26E-05
3821,Tspan9,2.51E-05
3822,Tulp3,-2.76E-05
3823,Rhno1,1.05E-05
3824,Itfg2,3.15E-05
3825,Fkbp4,7.91E-05
3826,Klrb1c,-3.31E-05
3827,Clec2i,-3.19E-05
3828,Gm15987,-4.41E-05
3829,Clec2d,5.70E-06
3830,2310001H17Rik,-2.80E-05
3831,Cd69,-3.59E-05
3832,Clec12a,-7.46E-05
3833,Clec1a,7.22E-06
3834,Gabarapl1,-6.53E-06
3835,Klre1,-6.21E-05
3836,Klrd1,2.07E-05
3837,Klrk1,-3.49E-05
3838,Klra9,-2.69E-06
3839,Klra2,1.89E-05
3840,Magohb,6.47E-06
3841,Ybx3,9.16E-05
3842,Smim10l1,-0.000108734
3843,Etv6,3.03E-05
3844,Lrp6,-1.33E-05
3845,Mansc1,8.15E-07
3846,Borcs5,-0.000108734
3847,Dusp16,3.96E-06
3848,Crebl2,3.57E-05
3849,2810454H06Rik,-0.000108734
3850,Cdkn1b,-9.74E-05
3851,Lockd,-0.000108734
3852,Apold1,-0.000268396
3853,Ddx47,4.54E-05
3854,Gprc5a,-3.53E-05
3855,Hebp1,-9.43E-07
3856,Emp1,2.36E-05
3857,Atf7ip,7.23E-05
3858,Plbd1,-2.85E-05
3859,Hist4h4,-1.31E-05
3860,H2afj,4.61E-06
3861,Wbp11,-9.50E-05
3862,Art4,-8.89E-05
3863,Mgp,5.32E-05
3864,Arhgdib,6.61E-05
3865,Rerg,-6.85E-05
3866,Ptpro,-8.51E-05
3867,Eps8,4.75E-05
3868,Strap,8.59E-05
3869,Dera,5.88E-06
3870,Mgst1,3.13E-05
3871,Plekha5,2.19E-05
3872,Aebp2,2.21E-05
3873,Pde3a,-0.000372854
3874,Pyroxd1,-2.44E-05
3875,Recql,6.04E-05
3876,Golt1b,-2.31E-05
3877,Ldhb,3.90E-05
3878,Kcnj8,3.15E-05
3879,Abcc9,-4.33E-05
3880,Cmas,0.000124599
3881,C2cd5,1.86E-05
3882,Etnk1,3.02E-05
3883,Sox5,-4.83E-05
3884,Lrmp,2.54E-05
3885,Kras,8.11E-05
3886,Gm15706,5.80E-05
3887,Rassf8,1.41E-05
3888,Bhlhe41,3.84E-05
3889,Sspn,1.78E-05
3890,Itpr2,9.10E-06
3891,Fgfr1op2,-6.88E-06
3892,Tm7sf3,-5.90E-06
3893,Med21,-5.17E-05
3894,Stk38l,7.43E-05
3895,Ppfibp1,-3.51E-05
3896,Mrps35,5.01E-05
3897,Ccdc91,-4.08E-06
3898,Ergic2,-1.56E-05
3899,Tmtc1,-6.67E-05
3900,Ipo8,4.24E-06
3901,Caprin2,-2.43E-05
3902,3010003L21Rik,2.95E-05
3903,Dennd5b,2.01E-05
3904,Amn1,2.76E-05
3905,Myadm,3.28E-05
3906,Prkcg,-0.00061566
3907,Ndufa3,3.47E-05
3908,Tfpt,1.41E-05
3909,Prpf31,2.67E-05
3910,Cnot3,4.14E-07
3911,Leng1,4.07E-05
3912,Tmc4,1.37E-05
3913,Mboat7,2.25E-05
3914,Tsen34,-9.32E-05
3915,Rps9,3.54E-05
3916,Pirb,3.52E-05
3917,Pira2,-7.29E-05
3918,Lair1,3.73E-05
3919,Leng8,7.14E-06
3920,Leng9,4.38E-05
3921,Cdc42ep5,4.74E-05
3922,Rdh13,1.76E-05
3923,Ppp1r12c,-2.02E-05
3924,Ppp6r1,-4.04E-05
3925,Hspbp1,-3.07E-05
3926,Cox6b2,-1.44E-05
3927,Il11,-0.000173237
3928,Tmem238,-5.48E-07
3929,Rpl28,5.05E-05
3930,Ube2s,-2.44E-05
3931,Isoc2b,2.29E-05
